mat_name,errorfree_iterations,tol,maxiter,error_pos,error_iter,solve_iterations,final_relres,did_converge,realtime_s,pos_2norm
cbuckle.mat,341,1e-06,34100,4229,340,1387,9.995967887984024e-07,True,0.91819475,14842.671715300192
cbuckle.mat,341,1e-06,34100,5349,1,416,9.450455345780689e-07,True,0.279412667,76.9307146375518
cbuckle.mat,341,1e-06,34100,5349,85,340,9.526553509299781e-07,True,0.229388084,76.9307146375518
cbuckle.mat,341,1e-06,34100,5349,170,377,9.861115582377005e-07,True,0.254935583,76.9307146375518
cbuckle.mat,341,1e-06,34100,5349,255,368,9.712402812555814e-07,True,0.248279708,76.9307146375518
cbuckle.mat,341,1e-06,34100,5349,340,340,7.472310090607791e-07,True,0.229235959,76.9307146375518
cbuckle.mat,341,1e-06,34100,490,1,334,9.863093038831275e-07,True,0.225074625,376.9187457713634
cbuckle.mat,341,1e-06,34100,490,85,497,9.947094788893402e-07,True,0.333576625,376.9187457713634
cbuckle.mat,341,1e-06,34100,490,170,758,9.809664298117658e-07,True,0.504292417,376.9187457713634
cbuckle.mat,341,1e-06,34100,490,255,659,9.701058622121948e-07,True,0.437821083,376.9187457713634
cbuckle.mat,341,1e-06,34100,490,340,340,8.886805954675116e-07,True,0.234772292,376.9187457713634
cbuckle.mat,341,1e-06,34100,12620,1,458,9.423110108839132e-07,True,0.305962125,51.867327835371114
cbuckle.mat,341,1e-06,34100,12620,85,334,9.788579996794107e-07,True,0.224663667,51.867327835371114
cbuckle.mat,341,1e-06,34100,12620,170,355,9.904269815470073e-07,True,0.248454,51.867327835371114
cbuckle.mat,341,1e-06,34100,12620,255,345,9.9162434025861e-07,True,0.233186583,51.867327835371114
cbuckle.mat,341,1e-06,34100,12620,340,340,8.809972131814846e-07,True,0.22964225,51.867327835371114
cbuckle.mat,341,1e-06,34100,9627,1,357,9.853770601520449e-07,True,0.242184125,32.25062962782277
cbuckle.mat,341,1e-06,34100,9627,85,340,9.944167787685944e-07,True,0.229501292,32.25062962782277
cbuckle.mat,341,1e-06,34100,9627,170,336,9.986117716403017e-07,True,0.225821875,32.25062962782277
cbuckle.mat,341,1e-06,34100,9627,255,343,9.727027451406347e-07,True,0.231392583,32.25062962782277
cbuckle.mat,341,1e-06,34100,9627,340,341,8.76029124604618e-07,True,0.228995292,32.25062962782277
cbuckle.mat,341,1e-06,34100,4990,1,351,9.40717543679087e-07,True,0.236729542,376.9187457713634
cbuckle.mat,341,1e-06,34100,4990,85,500,9.327865887407152e-07,True,0.335276542,376.9187457713634
cbuckle.mat,341,1e-06,34100,4990,170,758,9.977856688802118e-07,True,0.504998458,376.9187457713634
cbuckle.mat,341,1e-06,34100,4990,255,661,9.786551816371852e-07,True,0.439936875,376.9187457713634
cbuckle.mat,341,1e-06,34100,4990,340,340,8.884412137998411e-07,True,0.231016667,376.9187457713634
cbuckle.mat,341,1e-06,34100,9262,1,342,9.620895201686463e-07,True,0.231157791,376.9187457713623
cbuckle.mat,341,1e-06,34100,9262,85,498,9.906768728252621e-07,True,0.332789,376.9187457713623
cbuckle.mat,341,1e-06,34100,9262,170,757,9.792936788086886e-07,True,0.520124,376.9187457713623
cbuckle.mat,341,1e-06,34100,9262,255,656,9.963058030439425e-07,True,0.444922625,376.9187457713623
cbuckle.mat,341,1e-06,34100,9262,340,340,8.888405568367344e-07,True,0.232583542,376.9187457713623
cbuckle.mat,341,1e-06,34100,1623,1,467,9.933910491605194e-07,True,0.31290775,76.93071463755258
cbuckle.mat,341,1e-06,34100,1623,85,339,9.821060355916195e-07,True,0.230031333,76.93071463755258
cbuckle.mat,341,1e-06,34100,1623,170,378,9.887572228299502e-07,True,0.255136834,76.93071463755258
cbuckle.mat,341,1e-06,34100,1623,255,368,9.632861204094288e-07,True,0.250415292,76.93071463755258
