mat_name,errorfree_iterations,tol,maxiter,error_pos,error_iter,solve_iterations,final_relres,did_converge,realtime_s,pos_2norm,n_rows,slowdown
ex10.mat,479,1e-06,47900,1065,115,578,9.659548264932624e-07,True,0.046610083,0.08469534653429146,2410,1.2066805845511481
ex10.mat,479,1e-06,47900,9,431,47899,3.722468558147216e-05,False,3.473613083,13253768.392953375,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1465,81,1534,9.975962495648738e-07,True,0.121705458,1389509.74647917,2410,3.2025052192066807
ex10.mat,479,1e-06,47900,293,371,626,9.734231767042343e-07,True,0.048437917,0.1162097537355649,2410,1.3068893528183716
ex10.mat,479,1e-06,47900,806,424,480,9.299070587589806e-07,True,0.036128291,0.12395649941904457,2410,1.0020876826722338
ex10.mat,479,1e-06,47900,508,121,581,9.244274078346485e-07,True,0.043042917,0.08943673505688605,2410,1.2129436325678498
ex10.mat,479,1e-06,47900,2404,257,47899,9.583605700741075e-05,False,3.4590375,731061.7751250406,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1506,240,47899,0.00015206829869735355,False,3.502695333,2055694.9563305266,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1492,63,484,9.408945482676162e-07,True,0.035746042,0.039958888709894995,2410,1.010438413361169
ex10.mat,479,1e-06,47900,354,208,47899,0.00010337569889472735,False,3.457993709,5189477.283374775,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1145,415,757,9.595386200943461e-07,True,0.058530709,0.08963679526135017,2410,1.5803757828810021
ex10.mat,479,1e-06,47900,847,140,675,8.830334877041447e-07,True,0.049410542,0.04471804887891104,2410,1.4091858037578289
ex10.mat,479,1e-06,47900,2185,368,672,8.746903273507465e-07,True,0.049317833,0.09617383711546647,2410,1.4029227557411275
ex10.mat,479,1e-06,47900,2013,298,47899,2.5250911379145834e-05,False,3.455509959,23043066.21537183,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1604,106,1844,9.116950674652544e-07,True,0.13337925,1366286.811498221,2410,3.849686847599165
ex10.mat,479,1e-06,47900,812,335,677,9.87851885131929e-07,True,0.050861334,0.11079900962809708,2410,1.4133611691022965
ex10.mat,479,1e-06,47900,1384,387,47899,0.00014399753922733047,False,3.460152125,1868446.884675246,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1090,64,4241,9.266021813882048e-07,True,0.306330125,2664542.0126904226,2410,8.853862212943632
ex10.mat,479,1e-06,47900,2091,459,571,9.652638373953822e-07,True,0.04208325,0.0602517065836413,2410,1.1920668058455115
ex10.mat,479,1e-06,47900,1313,393,47899,5.923276757922675e-05,False,3.477456417,4383458.552490746,2410,99.99791231732776
ex10.mat,479,1e-06,47900,539,137,790,9.821641749077427e-07,True,0.05824,0.05638023406011452,2410,1.649269311064718
ex10.mat,479,1e-06,47900,12,259,47899,5.317911091467497e-05,False,3.451885458,232015.1784894797,2410,99.99791231732776
ex10.mat,479,1e-06,47900,979,207,47899,0.002452620455202524,False,3.460570417,1663301.0708357452,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1433,271,956,9.662661779627544e-07,True,0.069660375,0.08734391036888989,2410,1.9958246346555324
ex10.mat,479,1e-06,47900,832,263,47899,9.416462464274183e-05,False,3.4916065,1306100.0731734035,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1764,173,878,9.297529649346862e-07,True,0.064005875,0.04101637029602976,2410,1.8329853862212944
ex10.mat,479,1e-06,47900,1742,35,788,9.97238033023077e-07,True,0.057697917,3145048.978982073,2410,1.6450939457202505
ex10.mat,479,1e-06,47900,397,10,945,9.094212673895825e-07,True,0.068862042,1322958.8611627521,2410,1.9728601252609603
ex10.mat,479,1e-06,47900,1638,362,47899,1.9696086173476682e-05,False,3.462680042,2055694.95633052,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1133,113,648,9.809287691047255e-07,True,0.047263708,0.1397219929869911,2410,1.3528183716075157
ex10.mat,479,1e-06,47900,1082,352,47899,0.0007132080614966037,False,3.441419917,2666152.3012474086,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1197,217,47899,3.7525978055595054e-05,False,3.472428625,1131323.704424634,2410,99.99791231732776
ex10.mat,479,1e-06,47900,258,342,675,9.4739287796412e-07,True,0.051030292,0.09318384004304127,2410,1.4091858037578289
ex10.mat,479,1e-06,47900,1480,349,47899,0.0005554500011634475,False,3.448058166,2189685.792694712,2410,99.99791231732776
ex10.mat,479,1e-06,47900,2017,242,818,8.914547719681486e-07,True,0.061635625,0.265773231902165,2410,1.707724425887265
ex10.mat,479,1e-06,47900,1401,364,755,9.553632533939834e-07,True,0.055599458,0.04139532642438484,2410,1.5762004175365345
ex10.mat,479,1e-06,47900,1138,158,47899,3.885778193202831e-05,False,3.456508167,5264066.562874937,2410,99.99791231732776
ex10.mat,479,1e-06,47900,523,405,47899,0.00011945587448998028,False,3.457275833,1366286.8114977092,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1893,76,638,9.84594664196803e-07,True,0.0467985,0.11816771207792609,2410,1.3319415448851775
ex10.mat,479,1e-06,47900,885,402,47899,2.0596412173549527e-05,False,3.465311709,522076.9026042087,2410,99.99791231732776
ex10.mat,479,1e-06,47900,2319,201,47899,0.0001520124514804988,False,3.471013167,23356523.301332593,2410,99.99791231732776
ex10.mat,479,1e-06,47900,1524,403,47899,4.9792890117887635e-05,False,3.460819125,1917145.0893804794,2410,99.99791231732776
ex10.mat,479,1e-06,47900,166,7,482,8.613434498208448e-07,True,0.035570333,0.06375122428824427,2410,1.0062630480167014
