mat_name,errorfree_iterations,tol,maxiter,error_pos,error_iter,solve_iterations,final_relres,did_converge,realtime_s,pos_2norm,n_rows,slowdown
cfd2.mat,838,1e-06,83800,85824,641,839,9.937411152871354e-07,True,7.892429794,1.4030855305967807,123440,1.0011933174224343
cfd2.mat,838,1e-06,83800,92059,787,841,9.75113492007304e-07,True,8.046522873,1.6328186009533905,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,41190,374,854,9.803164260251696e-07,True,8.081051913,1.711870639478404,123440,1.0190930787589498
cfd2.mat,838,1e-06,83800,111533,613,839,9.888432595246392e-07,True,7.952860365,1.2112234542278009,123440,1.0011933174224343
cfd2.mat,838,1e-06,83800,34417,754,841,9.97798079566672e-07,True,7.967735027,1.5168520352724315,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,8573,387,842,9.955715841118967e-07,True,7.963225753,1.4347131642669753,123440,1.0047732696897376
cfd2.mat,838,1e-06,83800,86756,56,844,9.835072662404679e-07,True,8.01739965,1.4185239607207296,123440,1.0071599045346062
cfd2.mat,838,1e-06,83800,32524,661,840,9.969792657168863e-07,True,7.99873611,1.7436631301674599,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,33228,746,844,9.919895350313813e-07,True,7.98790569,1.8789719836664232,123440,1.0071599045346062
cfd2.mat,838,1e-06,83800,24715,231,843,9.883764392566261e-07,True,7.995509732,1.2479604979578742,123440,1.005966587112172
cfd2.mat,838,1e-06,83800,60132,211,853,9.89147089274932e-07,True,8.098667263,1.914959862575643,123440,1.0178997613365155
cfd2.mat,838,1e-06,83800,53462,16,845,9.931902393881348e-07,True,8.010971907,1.410705644554526,123440,1.0083532219570406
cfd2.mat,838,1e-06,83800,54233,525,840,9.908677650449725e-07,True,7.963713314,1.597360672225587,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,10919,49,844,9.840119840754754e-07,True,8.039066086,1.3773127449816975,123440,1.0071599045346062
cfd2.mat,838,1e-06,83800,123415,457,840,9.995519365950676e-07,True,8.007748797,1.4461851533407089,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,672,529,845,9.820001287336819e-07,True,7.993464148,1.6379296188191383,123440,1.0083532219570406
cfd2.mat,838,1e-06,83800,46694,518,839,9.979360530685172e-07,True,7.95325728,1.356350810189396,123440,1.0011933174224343
cfd2.mat,838,1e-06,83800,50268,581,841,9.873450759996236e-07,True,7.960773093,1.2590405446284245,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,67418,149,846,9.684758599331043e-07,True,8.011772855,1.2948523270935464,123440,1.009546539379475
cfd2.mat,838,1e-06,83800,29957,502,842,9.953446987263369e-07,True,8.057481205,1.445699611697092,123440,1.0047732696897376
cfd2.mat,838,1e-06,83800,89134,0,841,9.874216682775118e-07,True,8.001027717,1.5506209341545363,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,73102,522,839,9.951190449915965e-07,True,8.044088118,1.2375039805202053,123440,1.0011933174224343
cfd2.mat,838,1e-06,83800,41978,834,834,9.813353716262097e-07,True,7.946630105,1.3106065112851768,123440,0.9952267303102625
cfd2.mat,838,1e-06,83800,9583,510,841,9.856664790845104e-07,True,7.981461494,1.4794598217525594,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,20590,228,841,9.947765949113323e-07,True,7.939933637,1.3528613982420572,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,59391,17,845,9.912209239198406e-07,True,8.020357592,1.321721600194377,123440,1.0083532219570406
cfd2.mat,838,1e-06,83800,40241,93,842,9.827347294060498e-07,True,7.995214205,1.3719239209505276,123440,1.0047732696897376
cfd2.mat,838,1e-06,83800,27698,574,840,9.85708982678339e-07,True,7.940615238,1.3849847866710647,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,6182,325,844,9.903603544400027e-07,True,8.051195097,1.3994568918581536,123440,1.0071599045346062
cfd2.mat,838,1e-06,83800,55073,429,840,9.81932678014069e-07,True,8.03309744,1.5354245372196147,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,8597,129,842,9.893202953686584e-07,True,7.941828273,1.7046542312103459,123440,1.0047732696897376
cfd2.mat,838,1e-06,83800,54120,115,841,9.900108157284437e-07,True,8.044072065,1.3876841352026537,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,1197,691,840,9.827114036972272e-07,True,7.951476185,1.4284614224484218,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,120340,185,841,9.814304012898406e-07,True,8.057382865,1.8507115762486883,123440,1.003579952267303
cfd2.mat,838,1e-06,83800,4483,626,838,9.994189163601145e-07,True,8.018483057,1.3810952140200874,123440,1.0
cfd2.mat,838,1e-06,83800,108235,679,839,9.936836370914568e-07,True,8.003845684,1.3560777468494896,123440,1.0011933174224343
cfd2.mat,838,1e-06,83800,58165,754,840,9.893163578365856e-07,True,7.973903876,1.3363782396008013,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,73209,124,842,9.894395962945717e-07,True,8.049643122,1.3086341098855503,123440,1.0047732696897376
cfd2.mat,838,1e-06,83800,119913,246,843,9.855880626474786e-07,True,8.034111531,1.4043828230703692,123440,1.005966587112172
cfd2.mat,838,1e-06,83800,119142,722,843,9.922861414162236e-07,True,8.074991157,1.800558483797029,123440,1.005966587112172
cfd2.mat,838,1e-06,83800,64847,429,840,9.915736308260124e-07,True,7.949602089,1.488220256568694,123440,1.0023866348448687
cfd2.mat,838,1e-06,83800,47449,192,846,9.981202937093243e-07,True,8.038581934,1.8763659207013517,123440,1.009546539379475
