mat_name,errorfree_iterations,tol,maxiter,error_pos,error_iter,solve_iterations,final_relres,did_converge,realtime_s,pos_2norm,n_rows,slowdown
cant.mat,394,1e-06,39400,12793,249,35911,9.880263152567973e-07,True,249.132429708,8022.330094214009,62451,91.14467005076142
cant.mat,394,1e-06,39400,24734,14,569,9.558074134891307e-07,True,4.175286333,4171.815959569353,62451,1.4441624365482233
cant.mat,394,1e-06,39400,53766,6,578,9.436035812358245e-07,True,4.171248958,8022.3300942140095,62451,1.467005076142132
cant.mat,394,1e-06,39400,17625,226,28559,9.956599603928855e-07,True,197.660063209,8022.3300942140095,62451,72.48477157360406
cant.mat,394,1e-06,39400,5616,10,557,8.388046289153641e-07,True,3.985171875,2174.56197838331,62451,1.4137055837563453
cant.mat,394,1e-06,39400,30402,8,568,8.289118005456571e-07,True,4.082609334,2174.56197838331,62451,1.4416243654822336
cant.mat,394,1e-06,39400,10506,321,9204,9.852245026920647e-07,True,64.149095792,4171.815959569353,62451,23.360406091370557
cant.mat,394,1e-06,39400,12420,172,14399,9.919642672667843e-07,True,99.999587917,2174.56197838331,62451,36.545685279187815
cant.mat,394,1e-06,39400,6058,235,11928,9.94582861013878e-07,True,82.726671541,4171.815959569353,62451,30.274111675126903
cant.mat,394,1e-06,39400,55916,166,18215,9.729999422311602e-07,True,126.947110875,2405.097831178473,62451,46.23096446700507
cant.mat,394,1e-06,39400,33235,167,14391,9.730673827444199e-07,True,100.46343925,4378.366730790119,62451,36.525380710659896
cant.mat,394,1e-06,39400,16033,228,21789,9.856610886890095e-07,True,151.901949791,4171.815959569353,62451,55.30203045685279
cant.mat,394,1e-06,39400,1881,198,19278,9.9510062730945e-07,True,134.019587166,8022.3300942140095,62451,48.92893401015228
cant.mat,394,1e-06,39400,30076,83,8329,9.815626365124226e-07,True,58.162354167,4378.366730790119,62451,21.139593908629443
cant.mat,394,1e-06,39400,24296,56,17094,9.987297209140594e-07,True,118.618450916,4378.366730790119,62451,43.38578680203046
cant.mat,394,1e-06,39400,39420,116,21669,9.955118540407487e-07,True,151.120674458,4171.815959569352,62451,54.99746192893401
cant.mat,394,1e-06,39400,24991,62,37716,9.851265564900203e-07,True,262.846793917,8022.330094214009,62451,95.7258883248731
cant.mat,394,1e-06,39400,29132,183,16253,9.996813105590321e-07,True,113.117896833,4171.815959569353,62451,41.25126903553299
cant.mat,394,1e-06,39400,13410,127,39399,7.429576773460146e-05,False,273.265085666,8022.3300942140095,62451,99.99746192893402
cant.mat,394,1e-06,39400,53394,96,21278,9.909609292991186e-07,True,148.504748458,8022.3300942140095,62451,54.005076142131976
cant.mat,394,1e-06,39400,42510,370,14026,9.881882382195605e-07,True,97.551809792,4171.815959569352,62451,35.598984771573605
cant.mat,394,1e-06,39400,51406,183,16779,9.950580097970096e-07,True,116.781008958,4378.366730790119,62451,42.58629441624365
cant.mat,394,1e-06,39400,23067,156,13373,9.78563911763945e-07,True,92.776305125,4171.815959569352,62451,33.941624365482234
cant.mat,394,1e-06,39400,25711,375,15073,9.999097603155748e-07,True,104.965445958,8022.330094214009,62451,38.256345177664976
cant.mat,394,1e-06,39400,36111,244,39399,3.505755420074738e-06,False,273.067675292,8022.3300942140095,62451,99.99746192893402
cant.mat,394,1e-06,39400,19873,393,1284,9.95934131192526e-07,True,9.030576958,4378.366730790119,62451,3.2588832487309647
cant.mat,394,1e-06,39400,975,353,26330,9.996049197456e-07,True,182.537477916,2174.56197838331,62451,66.8274111675127
cant.mat,394,1e-06,39400,815,392,10039,9.911758344303143e-07,True,69.957703583,8022.3300942140095,62451,25.47969543147208
cant.mat,394,1e-06,39400,36262,7,569,7.478928086440825e-07,True,4.194023333,4378.366730790119,62451,1.4441624365482233
cant.mat,394,1e-06,39400,19564,1,554,9.239185916317852e-07,True,3.986566958,8022.330094214009,62451,1.4060913705583757
cant.mat,394,1e-06,39400,42030,147,6341,9.576482164257034e-07,True,44.0247685,4171.815959569352,62451,16.093908629441625
cant.mat,394,1e-06,39400,20635,190,17069,9.749671055936032e-07,True,118.761259917,4171.815959569353,62451,43.32233502538071
cant.mat,394,1e-06,39400,17452,323,39399,4.290489510171218e-06,False,273.474795292,8022.330094214009,62451,99.99746192893402
cant.mat,394,1e-06,39400,33248,198,19275,9.957687451389707e-07,True,134.089878166,8022.3300942140095,62451,48.921319796954315
cant.mat,394,1e-06,39400,49808,123,7350,9.752169899499291e-07,True,50.723061208,4378.366730790119,62451,18.65482233502538
cant.mat,394,1e-06,39400,10299,334,16771,9.973142860856534e-07,True,116.71462575,8022.3300942140095,62451,42.565989847715734
cant.mat,394,1e-06,39400,35354,109,27385,9.95913534227888e-07,True,190.423553458,8022.3300942140095,62451,69.50507614213198
cant.mat,394,1e-06,39400,15804,80,11265,9.90889119325683e-07,True,78.813801458,4171.815959569353,62451,28.591370558375633
cant.mat,394,1e-06,39400,30536,317,22516,9.794148689243345e-07,True,157.200139875,4171.815959569353,62451,57.14720812182741
cant.mat,394,1e-06,39400,13108,336,8915,9.980020137547311e-07,True,61.95344175,4171.815959569353,62451,22.626903553299492
cant.mat,394,1e-06,39400,35714,355,8853,9.89015515378838e-07,True,61.90478125,4378.366730790119,62451,22.46954314720812
cant.mat,394,1e-06,39400,10986,109,27383,9.987951304828763e-07,True,191.658858792,8022.3300942140095,62451,69.5
cant.mat,394,1e-06,39400,50099,330,24340,9.99720853698417e-07,True,168.922225833,8022.3300942140095,62451,61.776649746192895
cant.mat,394,1e-06,39400,7390,243,26909,9.979600574999899e-07,True,186.727401375,8022.330094214009,62451,68.29695431472081
cant.mat,394,1e-06,39400,48966,237,25540,9.979617007033713e-07,True,177.418726708,8022.3300942140095,62451,64.82233502538071
cant.mat,394,1e-06,39400,37675,137,22825,9.931354545948271e-07,True,158.194074917,4171.815959569353,62451,57.931472081218274
cant.mat,394,1e-06,39400,50873,234,22119,9.893533455225885e-07,True,153.780903791,8022.3300942140095,62451,56.13959390862944
cant.mat,394,1e-06,39400,23156,298,21771,9.96819461319511e-07,True,151.2439135,8022.3300942140095,62451,55.256345177664976
cant.mat,394,1e-06,39400,6650,389,9457,9.985246645102886e-07,True,66.021799708,8022.3300942140095,62451,24.002538071065988
cant.mat,394,1e-06,39400,22241,227,35140,9.95541356165733e-07,True,245.080353209,8022.3300942140095,62451,89.18781725888324
